,d12,d23,d13,node2,angle,latitude,longitude,time
140,596.0623914260999,37.36258107520559,598.4889567581564,"(39.92244401565627, 116.35896101580765)",91.93337980886267,39.92244401565627,116.35896101580765,2022-02-07 18:37:37
141,37.36258107520559,320.53089123008164,310.95766315294816,"(39.92248312149317, 116.35852693856822)",71.89972149028117,39.92248312149317,116.35852693856822,2022-02-07 18:38:37
142,320.53089123008164,414.57805074413864,733.0119362136597,"(39.925104239638934, 116.36009810172762)",171.27058086092038,39.925104239638934,116.36009810172762,2022-02-07 18:39:05
143,414.57805074413864,144.26742631769588,556.7864664543125,"(39.92869259376531, 116.36143859273056)",168.7533660486021,39.92869259376531,116.36143859273056,2022-02-07 18:41:10
144,144.26742631769588,293.15621875049965,437.42066845730415,"(39.929987354612315, 116.3615798048744)",179.55038210396486,39.929987354612315,116.3615798048744,2022-02-07 18:41:47
145,293.15621875049965,488.5198009334492,781.658535376182,"(39.93261653584557, 116.36189357719256)",179.20844053565335,39.93261653584557,116.36189357719256,2022-02-07 18:42:20
146,488.5198009334492,247.57823292157528,730.0005575568587,"(39.93700298061974, 116.362337826812)",164.37469012258458,39.93700298061974,116.362337826812,2022-02-07 18:42:43
147,247.57823292157528,58.24223800019182,266.7117977163096,"(39.939190524710845, 116.36177682235429)",102.9198296294388,39.939190524710845,116.36177682235429,2022-02-07 18:44:30
148,58.24223800019182,648.8334495824747,679.9105487029822,"(39.93940460534461, 116.36239892618363)",120.09794851856275,39.93940460534461,116.36239892618363,2022-02-07 18:44:38
149,648.8334495824747,303.20450746995215,470.5882942123556,"(39.94521605456322, 116.36319396806721)",42.20246129760898,39.94521605456322,116.36319396806721,2022-02-07 18:46:31
150,303.20450746995215,265.0053466305854,210.40159830191436,"(39.94339639116071, 116.36054864082254)",42.81028990142419,39.94339639116071,116.36054864082254,2022-02-07 18:47:04
151,265.0053466305854,453.20556917229567,590.0099317424589,"(39.94577250431463, 116.36084056841493)",107.56451961905627,39.94577250431463,116.36084056841493,2022-02-07 18:50:05
152,453.20556917229567,72.7884418844676,406.4486872407514,"(39.94663232754938, 116.36602465092406)",46.4067210822794,39.94663232754938,116.36602465092406,2022-02-07 18:50:38
153,72.7884418844676,73.46942299571973,69.51034965220157,"(39.94700125264803, 116.36532060333307)",56.750115067478575,39.94700125264803,116.36532060333307,2022-02-07 18:51:35
154,73.46942299571973,105.55833592003907,97.95595895499994,"(39.94725449644825, 116.36611484494316)",63.400299747019744,39.94725449644825,116.36611484494316,2022-02-07 18:52:10
155,105.55833592003907,97.95595895499994,73.46942299571973,"(39.9463062381937, 116.36602658979828)",42.116466783523755,39.9463062381937,116.36602658979828,2022-02-07 18:52:13
156,97.95595895499994,712.1281939794002,660.9307523931727,"(39.94700125264803, 116.36532060333307)",55.064997828905724,39.94700125264803,116.36532060333307,2022-02-07 18:52:26
157,712.1281939794002,298.2076250140703,1010.3117223253779,"(39.94734607279025, 116.37364147107384)",179.1324193284704,39.94734607279025,116.37364147107384,2022-02-07 18:53:11
158,298.2076250140703,843.2200374209001,1140.9978406735324,"(39.947530882100764, 116.37712266971032)",176.42063717905455,39.947530882100764,116.37712266971032,2022-02-07 18:53:59
159,843.2200374209001,439.54717279042484,1282.757159250724,"(39.94757887159006, 116.38698940952943)",179.52206800662904,39.94757887159006,116.38698940952943,2022-02-07 18:54:49
160,439.54717279042484,280.6553760760305,720.1981630468524,"(39.94763657189448, 116.39213222707352)",179.58994383439224,39.94763657189448,116.39213222707352,2022-02-07 18:55:10
161,280.6553760760305,437.73118350783784,718.3657513788326,"(39.94765520763081, 116.3954162302357)",179.10617677607212,39.94765520763081,116.3954162302357,2022-02-07 18:55:23
162,437.73118350783784,265.4077435645226,614.4949092819058,"(39.94774558001998, 116.40053700526914)",119.82273620517446,39.94774558001998,116.40053700526914,2022-02-07 18:55:56
163,265.4077435645226,214.55017784082492,463.12902575099884,"(39.94984602302642, 116.40201946772218)",149.38863518997178,39.94984602302642,116.40201946772218,2022-02-07 18:56:55
164,214.55017784082492,3.570286147576085,217.98287084529105,"(39.95177702382519, 116.40192748460886)",163.91105436578601,39.95177702382519,116.40192748460886,2022-02-07 18:57:15
165,3.570286147576085,408.5692307881813,412.0152740711846,"(39.95180822511074, 116.40193758461237)",164.77501287198027,39.95180822511074,116.40193758461237,2022-02-07 18:57:23
